,No.,Tweet,Label,Words,Notes,Contributor
149,150.0,Saturday morning #farmersmarket Staples: meat on a stick and Puppy Chow. #momsofinstagram #kidsofinstagram #preschoolersofinstagram #fierceandfour #amazinggirl #awesomekid #meatonastick… https://t.co/yfk3pByWAv,Business,Saturday morning,business (content),
150,151.0,Have some Farmers Market’s coming up? What if you could message every phone within 200 yards? https://t.co/AtbJMpaH0y #advertising #fairs #farmer #farmers #FarmersMarket #GO #localbusiness #market #marketing #organic #proximity #proximitymarketing #smallbusiness #localfood https://t.co/TsbaQEUVN1,Not Business,have some coming up ? What if?,service for farmers,promoters
151,152.0,Illinois Produce Farmers Market. We have truly enjoyed being sponsors for the month of July. Healthy living and healthy choices! @aarpillinois  -See you next year! #growers #farmers #economy #community #volunteers https://t.co/rWpgHjGSgb,Not Business,sponsers,,promoters
152,153.0,Fresh ways to save some green at the farmers market https://t.co/rWhMdNJjOY,Not Business,,education,educators
153,154.0,"Stop by the Libertyville Farmers Market! 

We're here today and every Thursday morning from 7 a.m.-1 p.m. 

Come on out and sample #rollickingbuckaroopepperjam and pickup your jar or two. 

Checkout our website for all our upcoming events https://t.co/GUyhF57bHb https://t.co/sO6vIqJbeR",Business,"stop by, checkout",business (content),
154,155.0,#HealthTip: Take advantage of your local #FarmersMarket to to be #healthy with fresher veggies. https://t.co/dLm7hRB5cD https://t.co/J8AYGa0X5k,Not Business,"healthtip, fresher",,educators
155,156.0,"News from Your Neighbors: Tinley Park’s Farmers Market open for the summer, more - https://t.co/qxeaYfxChS @TinleyJunction @HomerHorizon @MokenaMessenger @FrankfrtStation @TheNLPatriot https://t.co/3v6JU9yINM",Business,"news from, neighbors, open",business (content),
156,157.0,We will be at the Farmers market tonight from 3pm to 6pm.  Jam and Danny will be at the tent.  Stop by and say hello! https://t.co/lF6c3UzKWE,Business,,business (content),
157,158.0,Check Out the Latest Buffalo Grove E-newsletter and the Farmers' Market Today! https://t.co/AFtmWlOiEb via @Nextdoor,Business,check out,business (content),
158,159.0,The farmers market at my building has hemp satchels with earthy appliqués in case you’re into that sorta thing,Not Business,has,,consumers
159,160.0,Chicago’s Best Farmers Markets https://t.co/BYjXuVezZw https://t.co/MajWaMWmsv,Not Business,best,,consumers
160,161.0,Oak Park Farmer's Market Kicks Off 43rd Season https://t.co/lh3So20HJS https://t.co/N1IXrpzW8F,Business,kicks off,business (content),
161,162.0,"Fresh donuts made on site, fresh coffee and live bluegrass music performed by the Farmers' Market Band are part of what makes the #OakPark Farmers' Market so special. The Market's 43rd season kicks off May 19 and continues every Saturday through October. https://t.co/rMC0NhL447 https://t.co/ueLKOvVamS",Business,"donuts, coffee, live music, performed",business (content),
162,163.0,Farmers markets guide: Your complete Chicago and suburban listings https://t.co/5d79Pq1bRZ,Not Business,guide,,educators
163,164.0,"Farmer's Market

Please join us today, 3-7 PM, at the Farmers' Market! The Old Town Bloomingdale Farmers' Market, which operates every Thursday, 3 PM to 7 PM through September 20, in the Old... https://t.co/7pw2qT80ks",Business,"please join us, operates",business (content),
164,165.0,The nephew & I hanging out today.  Take care too. @ Logan Square Farmers Market https://t.co/PikUmtmZ7Z,Not Business,"nephew, haning out, take care",,
165,166.0,We'll be at the Downtown Elgin Farmers Market on Friday. We'll be reading another great book from @gailbrdnlibrary at 4 & 6. Stop by to grab one of the new Elgin Bike maps and bring your own learning to ride story! #BikeElgin #bikebooks #farmersmarket #downtownelgin https://t.co/XvXFBfEGzU,Not Business,"we'll be at, stop by, book, learning story",,educators
166,167.0,"The 61st Street #FarmersMarket moves back outdoors today! Head to 61st/Dorchester between 9am-2pm. Rain or shine, it’ll be fine. #Woodlawn #HydeParkChicago https://t.co/W6TpCCXcCk",Business,moves back! Head,business (content),
167,168.0,"It’s farmers market and fresh produce season❣️ Why not grow your own chemical free, nutrient dense, low maintenance, and very affordable better than organic produce… https://t.co/QHXyVpo0dF",Not Business,"chemical free, nutrient, organic, affordable",,promoters
168,169.0,Head to Historic Wagner Farm for Saturday's Farmer's Market — Opens at 8AM. #GlenviewIL  https://t.co/ggvjVA9Hv6 https://t.co/lQTaIZ4SvU,Business,"head to, opens at ",business (content),
169,170.0,We have our bag for Elgin Farmers Market this afternoon! #ExploreElgin https://t.co/zHmzo8VWnZ,Business,bag,business (content),
170,171.0,"Indoor Market today 9a till Noon and some special treats from The Market at Gaetano's too!

Batavia Farmers' Market https://t.co/xYO8NaIg5J",Business,today till noon,business (content),
171,172.0,at Old Capitol Farmers Market https://t.co/80coKb1dmH,Not Business,at,,consumers
172,173.0,"Here's tomorrow's opening day line-up for Edgebrook Farmers Market! Stacked with flavor. @localgoodschica #sausagekonig #chicagosausage #craftsausage @ Chicago, Illinois https://t.co/R38UOJ9Nfm",Business,opening ,business (content),
173,174.0,Met a gem at the farmers market this morning. She told me to cleanse from the inside out.,Not Business,,,
174,175.0,"Visit Socks & Souls today at the Old Town Bloomingdale Farmers' Market from 3:00 p.m. to 7:00 p.m as Socks and Souls will be a guest vendor this week! For every pair of socks sold, a pair… https://t.co/AFYdoZJI8N",Business,"visit, today",business (content),
175,176.0,"Have too much produce from your garden or want to save what you can from the farmers market?  Check out my latest blog to learn how to ""freeze summer.""  https://t.co/2F9ftC5sgT  #personalchef #urbangarden",Not Business,"check out, save",,promoters
176,177.0,"$SFM: Sprouts Farmers Market beats by $0.01, reports revs in-line; raises FY18 guidance https://t.co/z6GGhPfxOy",Not Business,"beats, $",,
177,178.0,Farmers market has record breaking turnout https://t.co/Qv5JsS7pey,Not Business,record breaking,,
178,179.0,"Check out the Farmer’s Market in the MTCC Bridge today till 1:00.
#FarmersMarket #IITDining https://t.co/cxEii5zdN4",Business,"check out, till",business (content),
179,180.0,"Due to illness, Chuck from Swingbelly Farms​ will not be able to join us for storytime next week at the La Grange Farmers Market​. BUT, we still have a great story planned for storytime! We hope Chuck feels better soon & hope to see you June 14 at 11am on the village hall lawn. https://t.co/ZBpRlaFBfz",Not Business,"join us, storytime, illness",,
180,181.0,Witness the power of food! Students at @ChiPubSchools @MitchellBobcats tasted tea for the first time and are now creating their own tea to sell at the farmers market. Learn more and donate to support food education for students here: https://t.co/ucdGsjJkCr https://t.co/OyooPibaz8,Not Business,"donate, support, students, learn",,educators
181,182.0,"Our community partner Illinois Stewardship Alliance is in need of volunteers to count attendance at the Old Capitol Farmers Market THIS Saturday! Shifts are available every Saturday until the market closes at the end of October. 

Sign up here:... https://t.co/Br3byRMptR",Not Business,"volunteers, attendance, sign up, community",,
182,183.0,"Picked up some veggies at the farmers market, gonna make noms with em and may or may not post how it goes ^^",Not Business,"picked up, vessgines, ^^",,consumers
183,184.0,"Between farmers market season, CSA boxes, and impulse shopping at grocery stores, it’s easy to wind up with a lot of fruit. So, make this fruit salsa.  https://t.co/mrmKgVUNWF",Not Business,"a lot of fruit, fruit salsa",,
184,185.0,GIPNA Farmers Market today! We are celebrating Murphy School and having some fun among the veggies 🌽. Join us at 11:00 for the family picnic too. @GIPNAorg @EcoActivista @CPSN1Deputy @dspuhr @RobertaSalas #parentinvolvement #caringcommunity https://t.co/KPtQyX15gB,Business,"celebrating, beggies, join us at, family picnic.",business (content),
185,186.0,up making coffee to give me the energy to go get coffee at Portage Park Farmers Market (last of year) &/or Cafe Urbano,Not Business,coffee,,
186,187.0,When you go for your morning run and stumble upon a farmers market! #atlanta… https://t.co/FE00Ed50sF,Not Business,"run, stumble upon",,
187,188.0,Taste all the colors of the rainbow with salad veggies from the Champaign Farmers Market tomorrow. 3:30-6:30 in the parking lot by Neil & Main in downtown #champaign Your local farmers will be there for you rain or shine! #FarmersMarketWeek https://t.co/4290wWaRpf,Business,your local farmers will there,business (content),
188,189.0,Tomorrow is your last chance to take our customer survey at the Farmers' Market! Come tell our volunteers what you want to see from us! The survey will still be available online through the month of July at:  https://t.co/VgspOQvXEh https://t.co/CVof2dNXA7,Not Business,"survey, volunteers",,educators
189,190.0,Today was fun. Found a little farmers market downtown w/ some of my favorite people. https://t.co/DPDt7Ry99u,Not Business,"fun, favirite people",,
190,191.0,Upcoming Event: Huntley Farmers Market - 8/25/2018  https://t.co/S5QzPgxKjH,Not Business,upcoming event,,
191,192.0,"summer no. 6 of greenhouse, farmstand, and farmers’ markets: a thread",Not Business,,,
192,193.0,"We’re honored to sponsor the @boonecohealth Annual Farmers Market and Wellness Fair! 🍏🍅🌽 Come enjoy a variety of fresh food and resources on 7/17 from 9am-3pm! For location details, please go here: https://t.co/ihjj1NzKoW",Not Business,"sponsor, a variety of fresh food",,
193,194.0,"Trinity Farmers Market open today till 1 p.m.

The corner of 95th and Normal.",Business,,business (content),
194,195.0,How much do we love our farmers market? Let us count the ways. https://t.co/YVZKBaYthP,Not Business,,,
195,196.0,"Farmers market? ""yes please!!"" https://t.co/0wnCSfUybU",Not Business,,,
196,197.0,"After the fridge taking a dump last week it’s a much needed nourishment recharge happening this weekend and upcoming week.  

It was such a wonderful visit to the Beloit Farmers Market this morning!  

Huge shout... https://t.co/VUz9SLPrkh",Not Business,"nourishment, wonderful visit",,consumers
197,198.0,Get to know the farmers and gardeners of the Aurora Area at markets & nurseries throughout the region https://t.co/BoJLU6ww3z https://t.co/7OvD5BCi6r,Not Business,get to know,,educators
198,199.0,Have some Farmers Market’s coming up? What if you could message every phone within 200 yards? https://t.co/AtbJMpsip8 #advertising #fairs #farmer #farmers #FarmersMarket #GO #localbusiness #market #marketing #organic #proximity #proximitymarketing #smallbusiness #localfood https://t.co/2IVOJEK3uR,Not Business,what if?,,promoters
199,200.0,Head to Historic Wagner Farm for Saturday's Farmer's Market — Opens at 8AM. #GlenviewIL  https://t.co/ggvjVA9Hv6 https://t.co/lQTaIZ4SvU,Business,"head to, opens at ",business (content),
200,201.0,We have our bag for Elgin Farmers Market this afternoon! #ExploreElgin https://t.co/zHmzo8VWnZ,Not Business,we have our bag for,,consumers
201,202.0,"Indoor Market today 9a till Noon and some special treats from The Market at Gaetano's too!

Batavia Farmers' Market https://t.co/xYO8NaIg5J",Business,"till noon, special treats",business (content),
202,203.0,at Old Capitol Farmers Market https://t.co/80coKb1dmH,Not Business,at,,consumers
203,204.0,"Here's tomorrow's opening day line-up for Edgebrook Farmers Market! Stacked with flavor. @localgoodschica #sausagekonig #chicagosausage #craftsausage @ Chicago, Illinois https://t.co/R38UOJ9Nfm",Business,here's opening day,business (content),
204,205.0,Met a gem at the farmers market this morning. She told me to cleanse from the inside out.,Not Business,,,
205,206.0,"Visit Socks & Souls today at the Old Town Bloomingdale Farmers' Market from 3:00 p.m. to 7:00 p.m as Socks and Souls will be a guest vendor this week! For every pair of socks sold, a pair… https://t.co/AFYdoZJI8N",Business,"visit, from to",business (content),
206,207.0,"Have too much produce from your garden or want to save what you can from the farmers market?  Check out my latest blog to learn how to ""freeze summer.""  https://t.co/2F9ftC5sgT  #personalchef #urbangarden",Not Business,"save, check out, learn",,promotors
207,208.0,"@ninaandtito Attack on the poor begins. After July 31st, SNAP/FOOD STAMPS can no longer be used at the farmer's markets...

https://t.co/SkupRSQ3ke",Not Business,"poor, STAMPS",,
208,209.0,"in addition: capitalism isn't inherently bad, it's just that people are selectively ignorant and will support shitty companies with bad policies. 

a farmers market is just as capitalist as a grocery store, the people running just actually give a shit about their customers.",Not Business,"capitalism, policies",Environment,
209,210.0,Oo bitch I wanna go to a farmers market,Not Business,,,
210,211.0,can someone accompany my lame ass to a farmers market sometime this summer bc i am a mom friend :-(,Not Business,,,
211,212.0,I almost had a warm breakfast. But oh you know working outside at a farmers market when it’s cold sucks the life out of everything.,Not Business,"cold, outside, life",,
212,213.0,"@WinkWestwood Shirts and hats from a gas station. Shoes from a fucking Farmers Market. 

The won't be dressing too different because they already can't dress as it is.",Not Business,,,
213,214.0,unfortunately i let a girl at the farmers market talk me into getting one of those vegan noodle salad things and i cannot take the texture of it,Not Business,"unfortunately, cannot take",,
214,215.0,Kiddo who rarely eats veggies requests a butternut squash at the Farmers Market. And what do I do to thank him? Accidentally wack him in the head with it as I put it in my bag. :(,Not Business,"kiddo, accidentaly",,
