Sentences,Label
Which in of itself is fine except when you really look forward to what the name implies - a Farmer's Market! (Hence the 4 of 5 star rating) There's really nothing better than supporting the local Farmer's and bringing home farm to table produce knowing they are all pesticide free and the money goes right back to them growing beautiful produce Season after Season!!,quality
Just take the grocery shopping off your errands since they are open from May to October because just about anything you could ever want is found here in beautiful abundance and much less costly then the stores plus you actually get to meet the dedicated Farmer's and their families.,Non-relevant
So darn cute!,environment
"Of course everything is seasonal and so what you find may varry but on my most recent visit, I brought home a basket of blueberries, another of cherries and some strawberries, juicy peaches, kale, sweet corn, vine ripe tomatoes, fresh basil and mint, cucumbers, zucchini, eggplant, sweet onions, raw apiary honey and a fresh bouquet of flowers all for under $40!!",availability
Tip: Go a little early and scout out the Perfectly Imperfect boxes... these treasures are slightly blemished but otherwise perfect and a generous box will only run you $5.,Non-relevant
"Thank You Mayor Rahm Emanuel for taking care of Daley Plaza and encouraging all of US in Chicago to ""Cheer"" on the Chicago Cubs in tonight's home game at Wrigley Field in the third game against the Los Angeles Dodgers Playoff Series...I was here today at Daley Plaza and had to take a picture of the fountain that is NOW in CUBBY BLUE!",Non-relevant
It made me smile...as many other people snapping pictures and selfies nearby!,environment
"""Go Cubs Go, Go Cubs Go, Hey Chicago What Do You Say?",Non-relevant
"Cubs are Going to WIN TODAY!""",Non-relevant
Thanks for the Chicago City Spirit to you and all workers at Daley Plaza...little things like this bring people together...and make it a community!,environment
PS.,Non-relevant
Can you Fly the W Flag there?,Non-relevant
Inquiring minds want to know?,Non-relevant
I enjoy going to the farmer's market on Thursday's.,Non-relevant
The same vendors are there every week and I enjoy the atmosphere.,Non-relevant
"The prices, in my opinion, are slightly higher compared to a grocery store but you get to buy from local farms.",environment
"My favorite places are the Amish bakeries (they have donuts, bread, pies, etc) and the mushroom farm (vegan tamales, ravioli, veggie burgers).",environment
Beware!,Non-relevant
"I bought a head of broccoli at one of the vendors and there were small, green caterpillars.",environment
I didn't notice them until I went home.,Non-relevant
There are ways to get ride of them but I stopped buying broccoli out of fear of finding those little critters.,Non-relevant
Just make sure to check your vegetables before buying.,quality
"All in all, it's just a great place to browse and experience.",Non-relevant
"I believe it ends at the end of October, so don't miss out!",Non-relevant
"I'm Felipe Rincon , me and my wife Laura sell Tamales at this Market .",Non-relevant
"Friendly busy place lots of vendors, you have so many different choices of food and products to choose from.",environment
Look for us Aracely's Tamales !,Non-relevant
"The City Market themes here at Daley plaza and all over, from South Loop to Lincoln park, are what make me proud to live in Chicago.",Non-relevant
"A tourist attraction in itself, the farmer's market at Daley Plaza Thursdays 7am-2pm is what make going to work in the Loop area GREAT.",Non-relevant
"Tons of foot traffic weaving underneath the Chicago Picasso from businesses men/women, tourists, students, and seniors all looking for the same thing: to eat and buy good ingredients.",Non-relevant
"Dozens of little stalls showcasing aromatic baked goods, fresh home-grown vegetables, beekeepers from Indiana, bamboo tabletop decorations, fragrant floral pieces, even fig trees - a culturally abuzz square framed by the tall skyscrapers and under the shadow of Picasso.",availability
